Bundling 6%
Bundling 11%
Bundling 28%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 87%
Bundling 92%
Bundling 98%
Bundling 100%
Bundling 100%
Bundling 100%
Getting composition
Composition          ComponentShowcase
Codec                h264
Output               out/demo_vertical.mp4
Concurrency          2x
Rendered 0/16900
Rendered 482/16900, time remaining: 24m 27s
Rendered 483/16900, time remaining: 24m 16s
Rendered 484/16900, time remaining: 24m 28s
Rendered 485/16900, time remaining: 24m 9s
Rendered 486/16900, time remaining: 24m 17s
Rendered 487/16900, time remaining: 24m 28s
Rendered 488/16900, time remaining: 24m 27s
Rendered 489/16900, time remaining: 24m 36s
Rendered 490/16900, time remaining: 24m 19s
Rendered 491/16900, time remaining: 24m 34s
Rendered 492/16900, time remaining: 24m 26s
Rendered 493/16900, time remaining: 24m 29s
Rendered 494/16900, time remaining: 24m 29s
Rendered 495/16900, time remaining: 24m 31s
Rendered 496/16900, time remaining: 24m 23s
Rendered 497/16900, time remaining: 24m 20s
Rendered 498/16900, time remaining: 24m 18s
Rendered 499/16900, time remaining: 24m 20s
Rendered 500/16900, time remaining: 24m 27s
Rendered 501/16900, time remaining: 24m 48s
Rendered 502/16900, time remaining: 24m 43s
Rendered 503/16900, time remaining: 24m 47s
Rendered 504/16900, time remaining: 25m 3s
Rendered 505/16900, time remaining: 25m 27s
Rendered 506/16900, time remaining: 25m 24s
Rendered 507/16900, time remaining: 25m 37s
Rendered 508/16900, time remaining: 25m 36s
Rendered 509/16900, time remaining: 25m 54s
Rendered 510/16900, time remaining: 26m 16s
Rendered 511/16900, time remaining: 26m 6s
Rendered 512/16900, time remaining: 26m 1s
Rendered 513/16900, time remaining: 26m 4s
Rendered 514/16900, time remaining: 26m 0s
Rendered 515/16900, time remaining: 25m 58s
Rendered 516/16900, time remaining: 26m 0s
Rendered 517/16900, time remaining: 25m 49s
Rendered 518/16900, time remaining: 25m 58s
Rendered 519/16900, time remaining: 26m 0s
Rendered 520/16900, time remaining: 26m 1s
Rendered 521/16900, time remaining: 26m 8s
Rendered 522/16900, time remaining: 26m 20s
Rendered 523/16900, time remaining: 26m 23s
Rendered 524/16900, time remaining: 26m 36s
Rendered 525/16900, time remaining: 26m 31s
Rendered 526/16900, time remaining: 26m 31s
Rendered 527/16900, time remaining: 26m 36s
Rendered 528/16900, time remaining: 26m 41s
Rendered 529/16900, time remaining: 26m 36s
Rendered 530/16900, time remaining: 26m 55s
Rendered 531/16900, time remaining: 26m 50s
Rendered 532/16900, time remaining: 27m 10s
Rendered 533/16900, time remaining: 27m 11s
Rendered 534/16900, time remaining: 27m 21s
Rendered 535/16900, time remaining: 27m 29s
Rendered 536/16900, time remaining: 27m 24s
Rendered 537/16900, time remaining: 27m 39s
Rendered 538/16900, time remaining: 27m 26s
Rendered 539/16900, time remaining: 27m 36s
Rendered 540/16900, time remaining: 27m 26s
Rendered 541/16900, time remaining: 27m 33s
Rendered 542/16900, time remaining: 27m 33s
Rendered 543/16900, time remaining: 27m 31s
Rendered 544/16900, time remaining: 27m 44s
Rendered 545/16900, time remaining: 27m 38s
Rendered 546/16900, time remaining: 27m 48s
Rendered 547/16900, time remaining: 27m 38s
Rendered 548/16900, time remaining: 27m 53s
Rendered 549/16900, time remaining: 27m 53s
Rendered 550/16900, time remaining: 27m 51s
Rendered 551/16900, time remaining: 27m 59s
Rendered 552/16900, time remaining: 27m 56s
Rendered 553/16900, time remaining: 28m 5s
Rendered 554/16900, time remaining: 28m 6s
Rendered 555/16900, time remaining: 27m 59s
Rendered 556/16900, time remaining: 28m 8s
Rendered 557/16900, time remaining: 28m 9s
Rendered 558/16900, time remaining: 28m 17s
Rendered 559/16900, time remaining: 28m 11s
Rendered 560/16900, time remaining: 28m 4s
Rendered 561/16900, time remaining: 28m 11s
Rendered 562/16900, time remaining: 28m 10s
Rendered 563/16900, time remaining: 28m 21s
Rendered 564/16900, time remaining: 28m 13s
Rendered 565/16900, time remaining: 28m 18s
Rendered 566/16900, time remaining: 28m 17s
Rendered 567/16900, time remaining: 28m 18s
Rendered 568/16900, time remaining: 28m 12s
Rendered 569/16900, time remaining: 28m 23s
Rendered 570/16900, time remaining: 28m 22s
Rendered 571/16900, time remaining: 28m 23s
Rendered 572/16900, time remaining: 28m 18s
Rendered 573/16900, time remaining: 28m 19s
Rendered 574/16900, time remaining: 28m 22s
Rendered 575/16900, time remaining: 28m 21s
Rendered 576/16900, time remaining: 28m 30s
Rendered 577/16900, time remaining: 28m 18s
Rendered 578/16900, time remaining: 28m 26s
Rendered 579/16900, time remaining: 28m 27s
Rendered 580/16900, time remaining: 28m 35s
Rendered 581/16900, time remaining: 28m 29s
Rendered 582/16900, time remaining: 28m 18s
Rendered 583/16900, time remaining: 28m 20s
Rendered 584/16900, time remaining: 28m 17s
Rendered 585/16900, time remaining: 28m 11s
Rendered 586/16900, time remaining: 28m 13s
Rendered 587/16900, time remaining: 28m 26s
Rendered 588/16900, time remaining: 28m 12s
Rendered 589/16900, time remaining: 28m 32s
Rendered 590/16900, time remaining: 28m 22s
